Tipo_de_Moradia,Bairro,Area,Quartos,Banheiros,Vagas,Preco,Condominio,Aceita_Animais,Area_de_Servico,Churrasqueira,Elevador,Varanda,Piscina,Condominio_Fechado,Espaco_Gourmet,Portao_Eletronico,Quintal_ou_Jardim
Apartamento,Bandeirantes,50.0,1.0,1.0,,139000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,68.0,2.0,1.0,1.0,170000,200.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,68.0,2.0,1.0,1.0,185000,45.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,75.0,2.0,1.0,1.0,320000,250.0,False,False,True,False,False,False,False,True,False,False
Apartamento,Bandeirantes,90.0,2.0,1.0,1.0,250000,10.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,67.0,2.0,2.0,1.0,250000,200.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,70.0,2.0,1.0,1.0,275000,250.0,True,True,False,False,True,False,True,True,False,False
Apartamento,Bandeirantes,57.0,2.0,1.0,1.0,175000,120.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,50.0,2.0,1.0,1.0,170000,200.0,True,False,False,True,False,True,True,False,False,False
Apartamento,Bandeirantes,58.0,1.0,1.0,1.0,199000,199.0,True,False,False,True,True,False,False,False,False,False
Apartamento,Bandeirantes,90.0,3.0,2.0,1.0,290000,260.0,False,False,False,False,False,False,False,False,True,False
Apartamento,Bandeirantes,80.0,3.0,2.0,1.0,250000,250.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,55.0,2.0,1.0,2.0,200000,298.0,True,False,False,True,True,False,False,False,True,False
Apartamento,Bandeirantes,100.0,3.0,2.0,2.0,349000,278.0,True,True,False,False,True,False,False,True,False,False
Apartamento,Bandeirantes,84.0,3.0,1.0,1.0,240000,,False,False,False,False,False,False,False,False,True,False
Apartamento,Bandeirantes,62.0,2.0,1.0,2.0,169900,160.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,90.0,3.0,1.0,1.0,210000,160.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Bandeirantes,65.0,2.0,1.0,1.0,145000,150.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,89.0,2.0,2.0,1.0,290000,230.0,True,True,False,True,True,False,False,False,False,False
Casa,Bandeirantes,62.0,2.0,1.0,1.0,260000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,169.0,5.0,3.0,2.0,615000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,107.0,3.0,2.0,1.0,380000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,160.0,2.0,1.0,,340000,,False,False,False,False,False,False,False,False,False,True
Casa,Bandeirantes,90.0,3.0,1.0,,450000,,True,True,False,False,False,False,False,False,False,False
Casa,Bandeirantes,180.0,4.0,3.0,1.0,880000,,True,False,False,False,True,False,False,True,False,False
Casa,Bandeirantes,152.0,3.0,3.0,2.0,779000,,True,False,True,False,False,True,False,True,False,True
Casa,Bandeirantes,90.0,3.0,2.0,,450000,,True,True,False,False,False,False,False,False,False,True
Casa,Bandeirantes,290.0,3.0,4.0,2.0,650000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,130.0,2.0,1.0,,395000,,True,False,False,False,True,False,False,False,False,True
Casa,Bandeirantes,300.0,7.0,6.0,1.0,600000,,True,True,False,False,False,False,False,False,False,False
Casa,Bandeirantes,1068.0,6.0,6.0,3.0,990000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,200.0,6.0,1.0,1.0,320000,,True,False,False,False,True,False,False,True,True,False
Casa,Bandeirantes,90.0,2.0,3.0,1.0,390000,400.0,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,300.0,5.0,4.0,3.0,980000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,300.0,3.0,3.0,3.0,600000,,False,True,False,False,False,False,False,False,False,False
Casa,Bandeirantes,76.0,2.0,1.0,1.0,380000,415.0,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,176.0,4.0,3.0,1.0,880000,,True,True,False,False,False,True,False,False,False,True
Casa,Bandeirantes,160.0,2.0,2.0,,340000,,True,True,False,False,True,False,False,True,False,True
Casa,Bandeirantes,350.0,4.0,3.0,2.0,450000,1.0,False,False,False,False,True,False,False,False,False,False
Casa,Bandeirantes,107.0,3.0,2.0,1.0,355000,,True,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,394.0,3.0,2.0,9.0,780000,,True,True,False,False,True,False,False,True,False,True
Casa,Bandeirantes,152.0,3.0,2.0,2.0,779000,,True,False,True,False,True,True,False,False,False,False
Casa,Bandeirantes,250.0,3.0,2.0,2.0,600000,1.0,True,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,481.0,3.0,2.0,,800000,,True,False,True,False,False,False,False,True,False,True
Casa,Bandeirantes,80.0,3.0,1.0,,310000,,True,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,107.0,3.0,2.0,1.0,355000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,90.0,2.0,1.0,1.0,390000,175.0,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,401.0,6.0,6.0,4.0,1150000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,150.0,2.0,1.0,,340000,1.0,True,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,550.0,3.0,3.0,,550000,,False,False,False,False,False,False,False,False,False,False
Casa,Bandeirantes,401.0,5.0,6.0,3.0,1149000,,True,True,True,False,True,False,False,True,False,True
Casa,Bandeirantes,401.0,5.0,6.0,8.0,1149000,,True,False,True,False,False,False,False,False,False,True
Casa,Bandeirantes,139.0,2.0,1.0,,800000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,200.0,5.0,4.0,3.0,389900,,True,False,False,False,False,False,False,False,False,False
Casa,Centro,146.0,3.0,4.0,8.0,695000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,134.0,2.0,2.0,1.0,190000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,180.0,4.0,3.0,1.0,480000,50.0,True,True,False,False,False,False,False,False,False,False
Casa,Centro,332.0,5.0,3.0,3.0,880000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,132.0,2.0,2.0,,309000,,True,True,True,False,True,False,False,True,False,True
Casa,Centro,340.0,4.0,3.0,3.0,880000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,80.0,2.0,2.0,1.0,280000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,360.0,5.0,3.0,3.0,880000,10.0,True,True,False,False,False,False,False,False,False,False
Casa,Centro,407.0,5.0,4.0,3.0,1850000,,False,False,True,False,False,False,False,True,False,False
Casa,Centro,180.0,4.0,2.0,,300000,,False,False,False,False,True,False,False,False,False,False
Casa,Centro,174.0,4.0,3.0,,870000,,True,False,False,False,True,False,False,False,False,False
Casa,Centro,338.0,6.0,3.0,4.0,1378000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,130.0,2.0,1.0,1.0,350000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,338.0,6.0,4.0,5.0,1395000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,200.0,4.0,3.0,1.0,600000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,240.0,3.0,1.0,,400000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,224.0,3.0,2.0,2.0,1600000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,40.0,1.0,1.0,,320000,,False,False,True,False,False,False,False,True,False,False
Casa,Centro,350.0,4.0,6.0,2.0,1400000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,90.0,3.0,1.0,3.0,600000,,False,True,False,False,False,False,False,False,False,False
Casa,Centro,356.0,5.0,1.0,3.0,880000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,312.0,3.0,3.0,1.0,1380000,,True,False,False,False,True,False,False,True,True,False
Casa,Centro,312.0,3.0,3.0,1.0,1380000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,178.0,3.0,3.0,4.0,899000,,False,False,False,False,True,False,False,True,False,True
Casa,Centro,240.0,4.0,4.0,1.0,750000,,True,False,False,False,False,False,False,False,False,False
Casa,Centro,210.0,3.0,2.0,1.0,780000,,True,True,False,False,False,False,False,False,False,False
Casa,Centro,198.0,3.0,3.0,1.0,1380000,,True,False,False,False,False,False,False,False,False,False
Casa,Centro,160.0,3.0,2.0,,700000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,350.0,4.0,5.0,,1450000,,False,True,False,False,False,False,False,False,False,False
Casa,Centro,120.0,4.0,4.0,,450000,,True,True,False,False,False,False,False,False,False,False
Casa,Centro,250.0,4.0,2.0,3.0,1500000,,False,False,False,False,False,False,False,False,False,False
Casa,Centro,257.0,4.0,4.0,2.0,1500000,,False,False,True,False,False,False,False,True,False,True
Casa,Centro,332.0,5.0,3.0,3.0,880000,,False,True,False,False,True,False,False,False,False,True
Casa,Centro,330.0,5.0,3.0,3.0,880000,,True,True,True,False,False,False,False,False,False,True
Casa,Centro,200.0,4.0,2.0,1.0,2199000,,False,True,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,78.0,2.0,1.0,,299000,,True,False,False,False,False,False,True,False,True,False
Apartamento,Alto dos Passos,108.0,2.0,3.0,1.0,325000,385.0,False,True,False,True,False,False,False,False,False,False
Apartamento,Alto dos Passos,84.0,2.0,2.0,,249000,220.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,68.0,2.0,1.0,1.0,290000,300.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,55.0,2.0,2.0,1.0,300000,,False,False,True,False,True,True,False,True,False,False
Apartamento,Alto dos Passos,136.0,3.0,3.0,2.0,1068107,1000.0,True,False,False,True,True,True,False,True,False,False
Apartamento,Alto dos Passos,72.0,2.0,1.0,1.0,250000,196.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,95.0,2.0,2.0,1.0,319990,307.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Alto dos Passos,83.0,2.0,2.0,1.0,180000,250.0,True,False,False,False,False,False,True,False,True,False
Apartamento,Alto dos Passos,70.0,2.0,2.0,1.0,470000,500.0,True,False,False,True,False,False,False,False,False,False
Apartamento,Alto dos Passos,60.0,2.0,2.0,1.0,290000,,False,False,False,False,False,False,False,False,True,True
Apartamento,Alto dos Passos,68.0,2.0,1.0,1.0,229900,280.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,42.0,1.0,1.0,1.0,260000,380.0,True,True,False,True,True,False,False,False,False,False
Apartamento,Alto dos Passos,60.0,2.0,1.0,1.0,228290,280.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,93.0,2.0,2.0,1.0,320000,300.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Alto dos Passos,137.0,3.0,3.0,2.0,765000,520.0,False,False,True,True,True,True,False,False,False,False
Apartamento,Alto dos Passos,119.0,3.0,3.0,2.0,350000,350.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,70.0,2.0,2.0,2.0,269900,,False,True,False,False,False,False,True,False,False,False
Apartamento,Alto dos Passos,100.0,2.0,3.0,1.0,349000,900.0,False,False,False,True,False,False,False,False,False,False
Apartamento,Alto dos Passos,86.0,2.0,3.0,2.0,709670,,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,113.0,3.0,2.0,1.0,620000,531.0,True,False,False,True,False,False,False,False,False,False
Apartamento,Alto dos Passos,55.0,2.0,2.0,1.0,290000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,100.0,2.0,3.0,1.0,409000,559.0,True,False,False,True,True,False,True,False,False,False
Apartamento,Alto dos Passos,89.0,2.0,2.0,2.0,499000,473.0,False,False,False,True,False,True,False,True,False,False
Apartamento,Alto dos Passos,113.0,3.0,2.0,1.0,620000,540.0,True,True,False,True,True,False,True,False,False,False
Apartamento,Alto dos Passos,80.0,2.0,2.0,1.0,285000,292.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,112.0,3.0,1.0,1.0,450000,596.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Alto dos Passos,55.0,2.0,1.0,1.0,229900,280.0,True,True,False,False,True,False,False,False,True,False
Apartamento,Alto dos Passos,85.0,3.0,2.0,1.0,669000,,True,False,False,True,True,False,False,True,False,False
Apartamento,Alto dos Passos,86.0,2.0,3.0,2.0,790500,,False,False,True,True,False,True,True,False,False,False
Apartamento,Alto dos Passos,100.0,3.0,2.0,1.0,429000,535.0,False,True,False,False,False,False,True,False,False,False
Apartamento,Alto dos Passos,60.0,2.0,1.0,1.0,229900,1.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Alto dos Passos,70.0,2.0,2.0,1.0,350000,500.0,True,True,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,596.0,4.0,4.0,2.0,999000,,True,False,False,False,True,False,False,True,False,False
Casa,Alto dos Passos,288.0,9.0,3.0,3.0,899000,,False,False,False,False,False,False,False,False,True,False
Casa,Alto dos Passos,136.0,3.0,2.0,2.0,460000,,True,False,False,False,True,False,False,False,False,True
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,True,False,False,False,True,False,True,True,True,False
Casa,Alto dos Passos,160.0,4.0,5.0,3.0,900000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,94.0,4.0,2.0,2.0,695000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,131.0,4.0,2.0,2.0,600000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,True,True,False,False,False,False,False,False,False,True
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,False,False,False,False,False,False,False,False,True,False
Casa,Alto dos Passos,140.0,4.0,2.0,2.0,700000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,338.0,3.0,4.0,3.0,2000000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,100.0,5.0,4.0,1.0,630000,,True,False,False,False,False,False,True,False,False,False
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,True,False,False,False,False,False,False,True,False,True
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,338.0,3.0,4.0,2.0,1389000,,True,False,True,False,True,True,False,False,False,True
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,True,False,False,False,True,False,False,True,False,False
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,True,True,False,False,True,False,False,True,False,False
Casa,Alto dos Passos,288.0,9.0,5.0,2.0,899000,,True,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,200.0,3.0,4.0,1.0,987000,,True,True,True,False,False,False,False,True,False,True
Casa,Alto dos Passos,200.0,3.0,2.0,3.0,730000,,False,True,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,596.0,4.0,4.0,2.0,1350000,,True,True,True,False,False,False,False,False,False,False
Casa,Alto dos Passos,338.0,3.0,4.0,3.0,2000000,,False,False,False,False,False,False,False,False,False,False
Casa,Alto dos Passos,331.0,3.0,4.0,3.0,2000000,1.0,True,False,True,False,True,True,False,False,False,True
Casa,Alto dos Passos,160.0,6.0,2.0,,1600000,,True,False,False,False,True,False,False,False,False,False
Casa,Alto dos Passos,338.0,3.0,4.0,2.0,1390000,,True,False,True,False,False,True,False,False,False,True
Casa,Alto dos Passos,264.0,4.0,2.0,2.0,700000,,False,False,True,False,False,False,False,False,False,True
Casa,Alto dos Passos,230.0,3.0,2.0,4.0,900000,1.0,True,True,True,False,True,False,False,True,False,True
Casa,Democrata,220.0,3.0,2.0,2.0,400000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,100.0,2.0,3.0,2.0,539900,850.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Cascatinha,76.0,3.0,2.0,1.0,250000,200.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,75.0,2.0,1.0,1.0,220000,255.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,173.0,3.0,3.0,2.0,895000,900.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,108.0,2.0,3.0,1.0,270000,295.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,127.0,3.0,3.0,2.0,525000,422.0,True,True,False,True,True,False,True,False,False,False
Apartamento,Cascatinha,138.0,2.0,3.0,2.0,599000,,True,False,False,True,True,False,False,False,False,False
Apartamento,Cascatinha,54.0,2.0,2.0,1.0,275000,300.0,True,False,False,False,False,True,False,False,False,True
Apartamento,Cascatinha,133.0,3.0,3.0,1.0,498000,260.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Granbery,65.0,2.0,1.0,1.0,289000,350.0,True,True,False,True,False,False,False,False,False,False
Apartamento,Granbery,52.0,2.0,2.0,1.0,269000,,False,False,False,True,True,False,False,False,False,False
Apartamento,Granbery,64.0,2.0,2.0,1.0,382741,,False,False,False,False,False,False,False,False,False,False
Apartamento,Granbery,123.0,3.0,3.0,1.0,645000,731.0,False,False,False,True,False,False,False,False,False,False
Apartamento,Granbery,62.0,2.0,2.0,1.0,339000,377.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Granbery,54.0,2.0,1.0,1.0,549000,,False,False,True,True,False,True,False,True,False,False
Apartamento,Granbery,65.0,2.0,2.0,,179000,250.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Granbery,92.0,2.0,2.0,2.0,499000,150.0,False,False,True,True,True,True,False,False,False,False
Apartamento,Granbery,173.0,2.0,2.0,2.0,782405,550.0,False,False,True,True,True,True,False,False,False,False
Apartamento,Granbery,70.0,2.0,2.0,2.0,520000,271.0,True,True,False,True,True,False,False,False,False,False
Apartamento,Granbery,120.0,3.0,2.0,2.0,470000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Granbery,55.0,2.0,3.0,1.0,339000,339.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Granbery,85.0,2.0,2.0,2.0,636992,310.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Granbery,70.0,2.0,1.0,1.0,250000,230.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Granbery,73.0,2.0,2.0,2.0,485145,,False,False,False,True,False,False,False,False,False,False
Casa,Santa Luzia,75.0,2.0,1.0,,170000,,True,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,110.0,3.0,3.0,2.0,380000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,234.0,3.0,3.0,2.0,370000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,110.0,3.0,3.0,4.0,380000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,65.0,1.0,1.0,,180000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,80.0,2.0,1.0,,160000,,True,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,98.0,3.0,1.0,1.0,300000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,72.0,3.0,4.0,2.0,499000,,True,False,True,False,True,False,False,False,False,True
Casa,Santa Luzia,72.0,3.0,3.0,2.0,469000,,True,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,308.0,3.0,2.0,3.0,450000,,False,False,True,False,False,False,False,False,False,False
Casa,Santa Luzia,75.0,2.0,1.0,,170000,,False,False,False,False,True,False,False,True,False,False
Casa,Santa Luzia,150.0,4.0,1.0,,350000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,75.0,3.0,3.0,2.0,499000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,120.0,3.0,3.0,1.0,300000,,False,True,True,False,False,False,False,False,False,False
Casa,Santa Luzia,289.0,3.0,2.0,2.0,420000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,90.0,2.0,2.0,,180000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,63.0,2.0,1.0,,93505,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,70.0,3.0,1.0,1.0,279000,,True,False,False,False,False,False,False,False,False,True
Casa,Santa Luzia,77.0,3.0,2.0,1.0,450000,,False,False,True,False,False,False,False,True,False,False
Casa,Santa Luzia,93.0,2.0,2.0,,400000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,70.0,2.0,2.0,1.0,250000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,70.0,1.0,1.0,,110000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,107.0,2.0,2.0,,339990,,False,False,False,False,True,False,False,True,False,True
Casa,Santa Luzia,183.0,3.0,2.0,,138000,,False,True,False,False,False,False,False,False,False,False
Casa,Santa Luzia,150.0,4.0,4.0,2.0,700000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Luzia,230.0,3.0,3.0,1.0,349900,,False,True,False,False,False,False,False,False,False,False
Casa,Santa Luzia,95.0,3.0,1.0,,180000,,False,True,False,False,False,False,False,False,False,False
Casa,Santa Luzia,250.0,2.0,3.0,,238900,,True,True,True,False,True,False,False,True,False,False
Casa,Santa Luzia,71.0,2.0,2.0,,320000,,True,True,False,False,False,False,False,False,False,False
Casa,Santa Luzia,98.0,3.0,3.0,1.0,300000,,False,True,True,False,False,False,False,False,False,True
Casa,Santa Luzia,332.0,6.0,7.0,,1497000,,False,False,False,False,True,True,False,True,False,True
Casa,Santa Luzia,112.0,3.0,1.0,,190000,,True,True,False,False,False,False,False,False,False,False
Casa,Santa Luzia,70.0,2.0,1.0,,155000,,True,True,False,False,True,False,False,False,False,False
Casa,Santa Luzia,109.0,3.0,4.0,1.0,430000,,False,True,True,False,True,False,False,False,False,False
Casa,Santa Luzia,200.0,4.0,3.0,2.0,489000,,False,False,False,False,True,False,False,True,False,True
Casa,Santa Luzia,140.0,4.0,4.0,2.0,650000,,True,False,False,False,True,False,False,True,False,True
Apartamento,Santa Luzia,110.0,2.0,2.0,2.0,380000,,True,False,True,False,False,False,False,True,True,False
Apartamento,Santa Luzia,80.0,2.0,1.0,1.0,210000,,False,False,False,False,False,False,True,False,True,False
Apartamento,Santa Luzia,80.0,2.0,1.0,1.0,210000,,True,False,False,False,False,False,True,False,True,False
Apartamento,Santa Luzia,93.0,3.0,2.0,,290000,110.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Santa Luzia,80.0,2.0,1.0,,210000,,False,False,False,False,False,False,True,False,True,False
Apartamento,Santa Luzia,35.0,1.0,1.0,1.0,340000,285.0,False,False,False,True,False,True,False,False,False,False
Apartamento,Santa Luzia,80.0,2.0,3.0,1.0,549000,330.0,False,False,False,True,True,False,False,False,True,False
Apartamento,Santa Luzia,92.0,3.0,2.0,1.0,225000,371.0,True,False,True,False,False,True,False,False,False,True
Apartamento,Santa Luzia,75.0,3.0,2.0,3.0,230000,100.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,92.0,3.0,2.0,,290000,270.0,True,True,True,False,False,True,False,False,False,False
Apartamento,Santa Luzia,115.0,3.0,2.0,,230000,150.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,56.0,2.0,1.0,1.0,150000,248.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,56.0,2.0,1.0,1.0,159000,249.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,92.0,3.0,2.0,1.0,250000,370.0,False,True,True,False,True,True,True,False,False,False
Apartamento,Santa Luzia,55.0,3.0,1.0,1.0,250000,371.0,True,False,True,False,False,True,True,True,False,False
Apartamento,Santa Luzia,80.0,2.0,1.0,1.0,210000,160.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,80.0,2.0,1.0,1.0,210000,160.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,86.0,2.0,2.0,1.0,280000,360.0,False,False,False,False,False,True,False,False,False,False
Apartamento,Santa Luzia,92.0,3.0,2.0,1.0,285000,205.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,120.0,3.0,2.0,2.0,961000,,False,False,False,True,True,False,False,True,False,False
Apartamento,Santa Luzia,10.0,3.0,1.0,1.0,228718,,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,43.0,2.0,1.0,1.0,120000,160.0,False,False,True,False,False,False,True,True,False,True
Apartamento,Santa Luzia,62.0,2.0,1.0,1.0,140000,110.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,56.0,2.0,1.0,1.0,159000,239.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,95.0,2.0,2.0,1.0,280000,254.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,92.0,3.0,1.0,1.0,280000,370.0,False,False,False,False,False,False,False,True,False,False
Apartamento,Santa Luzia,80.0,2.0,2.0,1.0,275000,130.0,False,False,False,False,False,False,True,False,False,False
Apartamento,Santa Luzia,48.0,2.0,1.0,1.0,150000,189.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,80.0,2.0,1.0,1.0,210000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,92.0,3.0,1.0,1.0,280000,370.0,False,False,False,False,False,True,False,True,False,False
Apartamento,Santa Luzia,48.0,2.0,1.0,,130000,174.0,False,True,False,False,False,False,True,False,False,False
Apartamento,Santa Luzia,93.0,3.0,2.0,,290000,110.0,True,True,False,False,False,False,False,False,True,False
Apartamento,Santa Luzia,60.0,2.0,1.0,1.0,210000,160.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Santa Luzia,65.0,2.0,1.0,,180000,,False,True,False,False,False,False,False,False,False,False
Apartamento,Santa Luzia,95.0,3.0,2.0,1.0,239000,200.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Estrela Sul,71.0,2.0,3.0,1.0,280000,300.0,True,False,True,True,True,True,False,False,False,False
Apartamento,Estrela Sul,71.0,2.0,2.0,1.0,250000,314.0,False,False,True,False,False,True,False,True,False,False
Apartamento,Estrela Sul,78.0,2.0,2.0,2.0,629900,680.0,True,False,True,True,False,True,False,False,False,False
Apartamento,Estrela Sul,71.0,2.0,2.0,1.0,255000,276.0,False,False,False,False,False,False,False,True,False,False
Apartamento,Estrela Sul,80.0,2.0,2.0,1.0,549000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Estrela Sul,70.0,3.0,2.0,1.0,310000,350.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Estrela Sul,86.0,3.0,2.0,1.0,299000,363.0,True,False,True,True,True,True,False,False,False,False
Apartamento,Estrela Sul,71.0,2.0,2.0,1.0,280000,260.0,False,False,True,True,False,False,True,True,False,False
Apartamento,Estrela Sul,180.0,3.0,3.0,2.0,880000,440.0,True,False,True,True,True,True,False,False,False,False
Apartamento,Estrela Sul,116.0,3.0,3.0,2.0,870000,670.0,False,False,True,True,False,True,False,True,False,False
Apartamento,Estrela Sul,119.0,3.0,1.0,2.0,699000,524.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Estrela Sul,86.0,3.0,2.0,1.0,335000,330.0,True,False,True,True,False,False,True,False,False,False
Apartamento,Estrela Sul,74.0,3.0,2.0,1.0,339000,350.0,True,False,True,False,False,True,True,False,False,False
Apartamento,Estrela Sul,69.0,2.0,1.0,1.0,190000,360.0,True,False,True,False,False,True,True,True,False,False
Apartamento,Estrela Sul,115.0,3.0,4.0,2.0,879570,1.0,True,True,True,True,True,False,False,False,False,False
